"Date","jurisdiction","Cumulative Count","Cumulative Case Rate / 100,000"
2020-03-17,"Bear River",1,0.5
2020-03-17,"Central Utah",0,0
2020-03-17,"Davis County",6,1.7
2020-03-17,"Salt Lake County",23,2
2020-03-17,"San Juan",0,0
2020-03-17,"Southeast Utah",0,0
2020-03-17,"Southwest Utah",1,0.4
2020-03-17,"Summit County",14,33.2
2020-03-17,"Tooele County",1,1.4
2020-03-17,"TriCounty",0,0
2020-03-17,"Utah County",1,0.2
2020-03-17,"Wasatch County",1,2.9
2020-03-17,"Weber-Morgan",4,1.5
2020-03-18,"Bear River",1,0.5
2020-03-18,"Central Utah",0,0
2020-03-18,"Davis County",6,1.7
2020-03-18,"Salt Lake County",27,2.3
2020-03-18,"San Juan",0,0
2020-03-18,"Southeast Utah",0,0
2020-03-18,"Southwest Utah",1,0.4
2020-03-18,"Summit County",17,40.3
2020-03-18,"Tooele County",1,1.4
2020-03-18,"TriCounty",0,0
2020-03-18,"Utah County",2,0.3
2020-03-18,"Wasatch County",2,5.9
2020-03-18,"Weber-Morgan",4,1.5
2020-03-19,"Bear River",3,1.6
2020-03-19,"Central Utah",0,0
2020-03-19,"Davis County",12,3.4
2020-03-19,"Salt Lake County",40,3.4
2020-03-19,"San Juan",0,0
2020-03-19,"Southeast Utah",0,0
2020-03-19,"Southwest Utah",1,0.4
2020-03-19,"Summit County",25,59.3
2020-03-19,"Tooele County",2,2.8
2020-03-19,"TriCounty",0,0
2020-03-19,"Utah County",2,0.3
2020-03-19,"Wasatch County",4,11.7
2020-03-19,"Weber-Morgan",6,2.2
2020-03-20,"Bear River",3,1.6
2020-03-20,"Central Utah",0,0
2020-03-20,"Davis County",14,3.9
2020-03-20,"Salt Lake County",56,4.8
2020-03-20,"San Juan",0,0
2020-03-20,"Southeast Utah",0,0
2020-03-20,"Southwest Utah",1,0.4
2020-03-20,"Summit County",29,68.8
2020-03-20,"Tooele County",2,2.8
2020-03-20,"TriCounty",0,0
2020-03-20,"Utah County",3,0.5
2020-03-20,"Wasatch County",7,20.5
2020-03-20,"Weber-Morgan",6,2.2
2020-03-21,"Bear River",3,1.6
2020-03-21,"Central Utah",0,0
2020-03-21,"Davis County",17,4.8
2020-03-21,"Salt Lake County",71,6.1
2020-03-21,"San Juan",0,0
2020-03-21,"Southeast Utah",0,0
2020-03-21,"Southwest Utah",1,0.4
2020-03-21,"Summit County",31,73.6
2020-03-21,"Tooele County",2,2.8
2020-03-21,"TriCounty",0,0
2020-03-21,"Utah County",5,0.8
2020-03-21,"Wasatch County",7,20.5
2020-03-21,"Weber-Morgan",6,2.2
2020-03-22,"Bear River",3,1.6
2020-03-22,"Central Utah",0,0
2020-03-22,"Davis County",26,7.3
2020-03-22,"Salt Lake County",101,8.7
2020-03-22,"San Juan",0,0
2020-03-22,"Southeast Utah",0,0
2020-03-22,"Southwest Utah",3,1.2
2020-03-22,"Summit County",61,144.7
2020-03-22,"Tooele County",2,2.8
2020-03-22,"TriCounty",0,0
2020-03-22,"Utah County",10,1.6
2020-03-22,"Wasatch County",11,32.3
2020-03-22,"Weber-Morgan",8,2.9
2020-03-23,"Bear River",4,2.1
2020-03-23,"Central Utah",0,0
2020-03-23,"Davis County",26,7.3
2020-03-23,"Salt Lake County",110,9.5
2020-03-23,"San Juan",0,0
2020-03-23,"Southeast Utah",0,0
2020-03-23,"Southwest Utah",5,2
2020-03-23,"Summit County",74,175.6
2020-03-23,"Tooele County",2,2.8
2020-03-23,"TriCounty",0,0
2020-03-23,"Utah County",11,1.7
2020-03-23,"Wasatch County",15,44
2020-03-23,"Weber-Morgan",9,3.3
2020-03-24,"Bear River",6,3.2
2020-03-24,"Central Utah",0,0
2020-03-24,"Davis County",35,9.8
2020-03-24,"Salt Lake County",148,12.8
2020-03-24,"San Juan",0,0
2020-03-24,"Southeast Utah",0,0
2020-03-24,"Southwest Utah",5,2
2020-03-24,"Summit County",83,196.9
2020-03-24,"Tooele County",3,4.2
2020-03-24,"TriCounty",0,0
2020-03-24,"Utah County",18,2.8
2020-03-24,"Wasatch County",16,46.9
2020-03-24,"Weber-Morgan",10,3.7
2020-03-25,"Bear River",6,3.2
2020-03-25,"Central Utah",0,0
2020-03-25,"Davis County",37,10.4
2020-03-25,"Salt Lake County",166,14.3
2020-03-25,"San Juan",0,0
2020-03-25,"Southeast Utah",0,0
2020-03-25,"Southwest Utah",7,2.8
2020-03-25,"Summit County",92,218.3
2020-03-25,"Tooele County",4,5.5
2020-03-25,"TriCounty",0,0
2020-03-25,"Utah County",19,3
2020-03-25,"Wasatch County",21,61.6
2020-03-25,"Weber-Morgan",12,4.4
2020-03-26,"Bear River",7,3.7
2020-03-26,"Central Utah",0,0
2020-03-26,"Davis County",49,13.8
2020-03-26,"Salt Lake County",212,18.3
2020-03-26,"San Juan",0,0
2020-03-26,"Southeast Utah",0,0
2020-03-26,"Southwest Utah",8,3.2
2020-03-26,"Summit County",97,230.2
2020-03-26,"Tooele County",5,6.9
2020-03-26,"TriCounty",1,1.8
2020-03-26,"Utah County",23,3.6
2020-03-26,"Wasatch County",29,85.1
2020-03-26,"Weber-Morgan",19,7
2020-03-27,"Bear River",8,4.3
2020-03-27,"Central Utah",0,0
2020-03-27,"Davis County",58,16.3
2020-03-27,"Salt Lake County",266,22.9
2020-03-27,"San Juan",2,13.1
2020-03-27,"Southeast Utah",1,2.5
2020-03-27,"Southwest Utah",12,4.8
2020-03-27,"Summit County",122,289.5
2020-03-27,"Tooele County",8,11.1
2020-03-27,"TriCounty",1,1.8
2020-03-27,"Utah County",28,4.4
2020-03-27,"Wasatch County",38,111.5
2020-03-27,"Weber-Morgan",30,11
2020-03-28,"Bear River",11,5.9
2020-03-28,"Central Utah",0,0
2020-03-28,"Davis County",70,19.7
2020-03-28,"Salt Lake County",319,27.5
2020-03-28,"San Juan",4,26.1
2020-03-28,"Southeast Utah",1,2.5
2020-03-28,"Southwest Utah",13,5.2
2020-03-28,"Summit County",146,346.4
2020-03-28,"Tooele County",9,12.5
2020-03-28,"TriCounty",1,1.8
2020-03-28,"Utah County",40,6.3
2020-03-28,"Wasatch County",39,114.4
2020-03-28,"Weber-Morgan",36,13.2
2020-03-29,"Bear River",13,7
2020-03-29,"Central Utah",0,0
2020-03-29,"Davis County",78,21.9
2020-03-29,"Salt Lake County",357,30.8
2020-03-29,"San Juan",4,26.1
2020-03-29,"Southeast Utah",1,2.5
2020-03-29,"Southwest Utah",16,6.3
2020-03-29,"Summit County",164,389.1
2020-03-29,"Tooele County",9,12.5
2020-03-29,"TriCounty",1,1.8
2020-03-29,"Utah County",62,9.7
2020-03-29,"Wasatch County",45,132
2020-03-29,"Weber-Morgan",39,14.3
2020-03-30,"Bear River",14,7.5
2020-03-30,"Central Utah",0,0
2020-03-30,"Davis County",84,23.6
2020-03-30,"Salt Lake County",400,34.5
2020-03-30,"San Juan",4,26.1
2020-03-30,"Southeast Utah",1,2.5
2020-03-30,"Southwest Utah",24,9.5
2020-03-30,"Summit County",184,436.6
2020-03-30,"Tooele County",12,16.6
2020-03-30,"TriCounty",2,3.5
2020-03-30,"Utah County",79,12.4
2020-03-30,"Wasatch County",54,158.4
2020-03-30,"Weber-Morgan",44,16.2
2020-03-31,"Bear River",15,8
2020-03-31,"Central Utah",0,0
2020-03-31,"Davis County",93,26.2
2020-03-31,"Salt Lake County",436,37.6
2020-03-31,"San Juan",4,26.1
2020-03-31,"Southeast Utah",1,2.5
2020-03-31,"Southwest Utah",27,10.7
2020-03-31,"Summit County",193,457.9
2020-03-31,"Tooele County",12,16.6
2020-03-31,"TriCounty",2,3.5
2020-03-31,"Utah County",94,14.8
2020-03-31,"Wasatch County",57,167.2
2020-03-31,"Weber-Morgan",50,18.4
2020-04-01,"Bear River",16,8.6
2020-04-01,"Central Utah",2,2.4
2020-04-01,"Davis County",104,29.3
2020-04-01,"Salt Lake County",475,40.9
2020-04-01,"San Juan",5,32.7
2020-04-01,"Southeast Utah",1,2.5
2020-04-01,"Southwest Utah",29,11.5
2020-04-01,"Summit County",202,479.3
2020-04-01,"Tooele County",12,16.6
2020-04-01,"TriCounty",2,3.5
2020-04-01,"Utah County",105,16.5
2020-04-01,"Wasatch County",60,176
2020-04-01,"Weber-Morgan",52,19.1
2020-04-02,"Bear River",24,12.8
2020-04-02,"Central Utah",2,2.4
2020-04-02,"Davis County",126,35.4
2020-04-02,"Salt Lake County",553,47.7
2020-04-02,"San Juan",5,32.7
2020-04-02,"Southeast Utah",2,5
2020-04-02,"Southwest Utah",31,12.3
2020-04-02,"Summit County",221,524.4
2020-04-02,"Tooele County",14,19.4
2020-04-02,"TriCounty",2,3.5
2020-04-02,"Utah County",157,24.7
2020-04-02,"Wasatch County",69,202.4
2020-04-02,"Weber-Morgan",62,22.8
2020-04-03,"Bear River",28,15
2020-04-03,"Central Utah",3,3.7
2020-04-03,"Davis County",137,38.5
2020-04-03,"Salt Lake County",639,55.1
2020-04-03,"San Juan",6,39.2
2020-04-03,"Southeast Utah",2,5
2020-04-03,"Southwest Utah",34,13.5
2020-04-03,"Summit County",234,555.2
2020-04-03,"Tooele County",16,22.1
2020-04-03,"TriCounty",2,3.5
2020-04-03,"Utah County",186,29.2
2020-04-03,"Wasatch County",71,208.3
2020-04-03,"Weber-Morgan",67,24.6
2020-04-04,"Bear River",32,17.1
2020-04-04,"Central Utah",4,4.9
2020-04-04,"Davis County",142,39.9
2020-04-04,"Salt Lake County",723,62.3
2020-04-04,"San Juan",7,45.7
2020-04-04,"Southeast Utah",3,7.5
2020-04-04,"Southwest Utah",39,15.5
2020-04-04,"Summit County",256,607.4
2020-04-04,"Tooele County",19,26.3
2020-04-04,"TriCounty",2,3.5
2020-04-04,"Utah County",218,34.3
2020-04-04,"Wasatch County",76,222.9
2020-04-04,"Weber-Morgan",71,26.1
2020-04-05,"Bear River",35,18.7
2020-04-05,"Central Utah",4,4.9
2020-04-05,"Davis County",153,43
2020-04-05,"Salt Lake County",761,65.6
2020-04-05,"San Juan",7,45.7
2020-04-05,"Southeast Utah",3,7.5
2020-04-05,"Southwest Utah",42,16.7
2020-04-05,"Summit County",262,621.7
2020-04-05,"Tooele County",22,30.4
2020-04-05,"TriCounty",2,3.5
2020-04-05,"Utah County",223,35
2020-04-05,"Wasatch County",77,225.9
2020-04-05,"Weber-Morgan",74,27.2
2020-04-06,"Bear River",37,19.8
2020-04-06,"Central Utah",4,4.9
2020-04-06,"Davis County",157,44.2
2020-04-06,"Salt Lake County",801,69
2020-04-06,"San Juan",7,45.7
2020-04-06,"Southeast Utah",3,7.5
2020-04-06,"Southwest Utah",42,16.7
2020-04-06,"Summit County",262,621.7
2020-04-06,"Tooele County",22,30.4
2020-04-06,"TriCounty",3,5.3
2020-04-06,"Utah County",235,36.9
2020-04-06,"Wasatch County",81,237.6
2020-04-06,"Weber-Morgan",77,28.3
2020-04-07,"Bear River",40,21.4
2020-04-07,"Central Utah",5,6.1
2020-04-07,"Davis County",161,45.3
2020-04-07,"Salt Lake County",848,73.1
2020-04-07,"San Juan",7,45.7
2020-04-07,"Southeast Utah",4,9.9
2020-04-07,"Southwest Utah",42,16.7
2020-04-07,"Summit County",273,647.8
2020-04-07,"Tooele County",22,30.4
2020-04-07,"TriCounty",6,10.6
2020-04-07,"Utah County",247,38.8
2020-04-07,"Wasatch County",84,246.4
2020-04-07,"Weber-Morgan",77,28.3
2020-04-08,"Bear River",42,22.5
2020-04-08,"Central Utah",6,7.3
2020-04-08,"Davis County",170,47.8
2020-04-08,"Salt Lake County",929,80.1
2020-04-08,"San Juan",7,45.7
2020-04-08,"Southeast Utah",4,9.9
2020-04-08,"Southwest Utah",48,19
2020-04-08,"Summit County",286,678.6
2020-04-08,"Tooele County",23,31.8
2020-04-08,"TriCounty",8,14.1
2020-04-08,"Utah County",269,42.3
2020-04-08,"Wasatch County",91,266.9
2020-04-08,"Weber-Morgan",83,30.5
2020-04-09,"Bear River",43,23
2020-04-09,"Central Utah",6,7.3
2020-04-09,"Davis County",179,50.4
2020-04-09,"Salt Lake County",1001,86.3
2020-04-09,"San Juan",7,45.7
2020-04-09,"Southeast Utah",4,9.9
2020-04-09,"Southwest Utah",51,20.2
2020-04-09,"Summit County",295,700
2020-04-09,"Tooele County",27,37.4
2020-04-09,"TriCounty",8,14.1
2020-04-09,"Utah County",284,44.6
2020-04-09,"Wasatch County",96,281.6
2020-04-09,"Weber-Morgan",90,33
2020-04-10,"Bear River",45,24.1
2020-04-10,"Central Utah",6,7.3
2020-04-10,"Davis County",192,54
2020-04-10,"Salt Lake County",1073,92.5
2020-04-10,"San Juan",9,58.8
2020-04-10,"Southeast Utah",4,9.9
2020-04-10,"Southwest Utah",53,21
2020-04-10,"Summit County",298,707.1
2020-04-10,"Tooele County",32,44.3
2020-04-10,"TriCounty",8,14.1
2020-04-10,"Utah County",300,47.2
2020-04-10,"Wasatch County",99,290.4
2020-04-10,"Weber-Morgan",92,33.8
2020-04-11,"Bear River",47,25.2
2020-04-11,"Central Utah",6,7.3
2020-04-11,"Davis County",199,56
2020-04-11,"Salt Lake County",1125,96.9
2020-04-11,"San Juan",9,58.8
2020-04-11,"Southeast Utah",4,9.9
2020-04-11,"Southwest Utah",55,21.8
2020-04-11,"Summit County",304,721.3
2020-04-11,"Tooele County",33,45.7
2020-04-11,"TriCounty",8,14.1
2020-04-11,"Utah County",324,50.9
2020-04-11,"Wasatch County",103,302.1
2020-04-11,"Weber-Morgan",94,34.5
2020-04-12,"Bear River",50,26.8
2020-04-12,"Central Utah",6,7.3
2020-04-12,"Davis County",206,57.9
2020-04-12,"Salt Lake County",1154,99.4
2020-04-12,"San Juan",10,65.3
2020-04-12,"Southeast Utah",4,9.9
2020-04-12,"Southwest Utah",55,21.8
2020-04-12,"Summit County",306,726.1
2020-04-12,"Tooele County",34,47.1
2020-04-12,"TriCounty",8,14.1
2020-04-12,"Utah County",333,52.3
2020-04-12,"Wasatch County",103,302.1
2020-04-12,"Weber-Morgan",101,37.1
2020-04-13,"Bear River",50,26.8
2020-04-13,"Central Utah",6,7.3
2020-04-13,"Davis County",209,58.8
2020-04-13,"Salt Lake County",1185,102.1
2020-04-13,"San Juan",10,65.3
2020-04-13,"Southeast Utah",4,9.9
2020-04-13,"Southwest Utah",57,22.6
2020-04-13,"Summit County",307,728.4
2020-04-13,"Tooele County",34,47.1
2020-04-13,"TriCounty",8,14.1
2020-04-13,"Utah County",340,53.4
2020-04-13,"Wasatch County",103,302.1
2020-04-13,"Weber-Morgan",104,38.2
2020-04-14,"Bear River",51,27.3
2020-04-14,"Central Utah",8,9.8
2020-04-14,"Davis County",215,60.5
2020-04-14,"Salt Lake County",1283,110.6
2020-04-14,"San Juan",10,65.3
2020-04-14,"Southeast Utah",4,9.9
2020-04-14,"Southwest Utah",57,22.6
2020-04-14,"Summit County",308,730.8
2020-04-14,"Tooele County",35,48.4
2020-04-14,"TriCounty",8,14.1
2020-04-14,"Utah County",350,55
2020-04-14,"Wasatch County",103,302.1
2020-04-14,"Weber-Morgan",107,39.3
2020-04-15,"Bear River",53,28.4
2020-04-15,"Central Utah",8,9.8
2020-04-15,"Davis County",218,61.3
2020-04-15,"Salt Lake County",1376,118.6
2020-04-15,"San Juan",10,65.3
2020-04-15,"Southeast Utah",4,9.9
2020-04-15,"Southwest Utah",60,23.8
2020-04-15,"Summit County",311,737.9
2020-04-15,"Tooele County",35,48.4
2020-04-15,"TriCounty",9,15.9
2020-04-15,"Utah County",380,59.7
2020-04-15,"Wasatch County",103,302.1
2020-04-15,"Weber-Morgan",109,40
2020-04-16,"Bear River",54,28.9
2020-04-16,"Central Utah",11,13.4
2020-04-16,"Davis County",226,63.6
2020-04-16,"Salt Lake County",1454,125.3
2020-04-16,"San Juan",15,98
2020-04-16,"Southeast Utah",5,12.4
2020-04-16,"Southwest Utah",62,24.6
2020-04-16,"Summit County",313,742.7
2020-04-16,"Tooele County",36,49.8
2020-04-16,"TriCounty",9,15.9
2020-04-16,"Utah County",407,64
2020-04-16,"Wasatch County",103,302.1
2020-04-16,"Weber-Morgan",111,40.8
2020-04-17,"Bear River",54,28.9
2020-04-17,"Central Utah",12,14.6
2020-04-17,"Davis County",230,64.7
2020-04-17,"Salt Lake County",1548,133.4
2020-04-17,"San Juan",15,98
2020-04-17,"Southeast Utah",5,12.4
2020-04-17,"Southwest Utah",64,25.4
2020-04-17,"Summit County",319,756.9
2020-04-17,"Tooele County",37,51.2
2020-04-17,"TriCounty",9,15.9
2020-04-17,"Utah County",427,67.1
2020-04-17,"Wasatch County",108,316.8
2020-04-17,"Weber-Morgan",113,41.5
2020-04-18,"Bear River",56,30
2020-04-18,"Central Utah",15,18.3
2020-04-18,"Davis County",235,66.1
2020-04-18,"Salt Lake County",1615,139.2
2020-04-18,"San Juan",17,111.1
2020-04-18,"Southeast Utah",6,14.9
2020-04-18,"Southwest Utah",65,25.8
2020-04-18,"Summit County",320,759.3
2020-04-18,"Tooele County",40,55.4
2020-04-18,"TriCounty",9,15.9
2020-04-18,"Utah County",464,72.9
2020-04-18,"Wasatch County",110,322.7
2020-04-18,"Weber-Morgan",121,44.4
2020-04-19,"Bear River",57,30.5
2020-04-19,"Central Utah",18,22
2020-04-19,"Davis County",243,68.4
2020-04-19,"Salt Lake County",1664,143.4
2020-04-19,"San Juan",23,150.2
2020-04-19,"Southeast Utah",7,17.4
2020-04-19,"Southwest Utah",69,27.4
2020-04-19,"Summit County",333,790.1
2020-04-19,"Tooele County",40,55.4
2020-04-19,"TriCounty",9,15.9
2020-04-19,"Utah County",514,80.8
2020-04-19,"Wasatch County",120,352
2020-04-19,"Weber-Morgan",124,45.5
2020-04-20,"Bear River",57,30.5
2020-04-20,"Central Utah",18,22
2020-04-20,"Davis County",244,68.6
2020-04-20,"Salt Lake County",1713,147.6
2020-04-20,"San Juan",29,189.4
2020-04-20,"Southeast Utah",7,17.4
2020-04-20,"Southwest Utah",69,27.4
2020-04-20,"Summit County",337,799.6
2020-04-20,"Tooele County",40,55.4
2020-04-20,"TriCounty",9,15.9
2020-04-20,"Utah County",539,84.7
2020-04-20,"Wasatch County",121,354.9
2020-04-20,"Weber-Morgan",127,46.6
2020-04-21,"Bear River",57,30.5
2020-04-21,"Central Utah",21,25.6
2020-04-21,"Davis County",250,70.3
2020-04-21,"Salt Lake County",1794,154.6
2020-04-21,"San Juan",29,189.4
2020-04-21,"Southeast Utah",7,17.4
2020-04-21,"Southwest Utah",69,27.4
2020-04-21,"Summit County",341,809.1
2020-04-21,"Tooele County",41,56.7
2020-04-21,"TriCounty",9,15.9
2020-04-21,"Utah County",574,90.2
2020-04-21,"Wasatch County",123,360.8
2020-04-21,"Weber-Morgan",133,48.8
2020-04-22,"Bear River",57,30.5
2020-04-22,"Central Utah",21,25.6
2020-04-22,"Davis County",254,71.5
2020-04-22,"Salt Lake County",1892,163
2020-04-22,"San Juan",32,209
2020-04-22,"Southeast Utah",7,17.4
2020-04-22,"Southwest Utah",75,29.8
2020-04-22,"Summit County",342,811.5
2020-04-22,"Tooele County",45,62.3
2020-04-22,"TriCounty",9,15.9
2020-04-22,"Utah County",611,96
2020-04-22,"Wasatch County",127,372.5
2020-04-22,"Weber-Morgan",137,50.3
2020-04-23,"Bear River",58,31
2020-04-23,"Central Utah",21,25.6
2020-04-23,"Davis County",255,71.7
2020-04-23,"Salt Lake County",1960,168.9
2020-04-23,"San Juan",32,209
2020-04-23,"Southeast Utah",8,19.9
2020-04-23,"Southwest Utah",80,31.7
2020-04-23,"Summit County",352,835.2
2020-04-23,"Tooele County",46,63.7
2020-04-23,"TriCounty",9,15.9
2020-04-23,"Utah County",671,105.5
2020-04-23,"Wasatch County",131,384.3
2020-04-23,"Weber-Morgan",142,52.1
2020-04-24,"Bear River",59,31.6
2020-04-24,"Central Utah",21,25.6
2020-04-24,"Davis County",268,75.4
2020-04-24,"Salt Lake County",2048,176.5
2020-04-24,"San Juan",35,228.6
2020-04-24,"Southeast Utah",8,19.9
2020-04-24,"Southwest Utah",82,32.5
2020-04-24,"Summit County",356,844.7
2020-04-24,"Tooele County",50,69.2
2020-04-24,"TriCounty",10,17.7
2020-04-24,"Utah County",733,115.2
2020-04-24,"Wasatch County",132,387.2
2020-04-24,"Weber-Morgan",144,52.9
2020-04-25,"Bear River",61,32.7
2020-04-25,"Central Utah",22,26.8
2020-04-25,"Davis County",275,77.4
2020-04-25,"Salt Lake County",2146,184.9
2020-04-25,"San Juan",38,248.2
2020-04-25,"Southeast Utah",8,19.9
2020-04-25,"Southwest Utah",86,34.1
2020-04-25,"Summit County",358,849.4
2020-04-25,"Tooele County",54,74.7
2020-04-25,"TriCounty",10,17.7
2020-04-25,"Utah County",787,123.7
2020-04-25,"Wasatch County",137,401.9
2020-04-25,"Weber-Morgan",146,53.6
2020-04-26,"Bear River",61,32.7
2020-04-26,"Central Utah",22,26.8
2020-04-26,"Davis County",276,77.6
2020-04-26,"Salt Lake County",2192,188.9
2020-04-26,"San Juan",40,261.3
2020-04-26,"Southeast Utah",8,19.9
2020-04-26,"Southwest Utah",88,34.9
2020-04-26,"Summit County",359,851.8
2020-04-26,"Tooele County",55,76.1
2020-04-26,"TriCounty",11,19.4
2020-04-26,"Utah County",839,131.9
2020-04-26,"Wasatch County",139,407.7
2020-04-26,"Weber-Morgan",148,54.3
2020-04-27,"Bear River",61,32.7
2020-04-27,"Central Utah",22,26.8
2020-04-27,"Davis County",277,77.9
2020-04-27,"Salt Lake County",2254,194.2
2020-04-27,"San Juan",40,261.3
2020-04-27,"Southeast Utah",8,19.9
2020-04-27,"Southwest Utah",90,35.7
2020-04-27,"Summit County",360,854.2
2020-04-27,"Tooele County",57,78.9
2020-04-27,"TriCounty",11,19.4
2020-04-27,"Utah County",863,135.6
2020-04-27,"Wasatch County",141,413.6
2020-04-27,"Weber-Morgan",149,54.7
2020-04-28,"Bear River",61,32.7
2020-04-28,"Central Utah",22,26.8
2020-04-28,"Davis County",282,79.3
2020-04-28,"Salt Lake County",2346,202.2
2020-04-28,"San Juan",40,261.3
2020-04-28,"Southeast Utah",9,22.4
2020-04-28,"Southwest Utah",92,36.5
2020-04-28,"Summit County",361,856.6
2020-04-28,"Tooele County",61,84.4
2020-04-28,"TriCounty",11,19.4
2020-04-28,"Utah County",897,141
2020-04-28,"Wasatch County",147,431.2
2020-04-28,"Weber-Morgan",151,55.4
2020-04-29,"Bear River",61,32.7
2020-04-29,"Central Utah",23,28.1
2020-04-29,"Davis County",284,79.9
2020-04-29,"Salt Lake County",2432,209.6
2020-04-29,"San Juan",41,267.8
2020-04-29,"Southeast Utah",9,22.4
2020-04-29,"Southwest Utah",97,38.5
2020-04-29,"Summit County",370,877.9
2020-04-29,"Tooele County",63,87.2
2020-04-29,"TriCounty",12,21.2
2020-04-29,"Utah County",957,150.4
2020-04-29,"Wasatch County",148,434.1
2020-04-29,"Weber-Morgan",158,58
2020-04-30,"Bear River",62,33.2
2020-04-30,"Central Utah",23,28.1
2020-04-30,"Davis County",292,82.1
2020-04-30,"Salt Lake County",2523,217.4
2020-04-30,"San Juan",42,274.4
2020-04-30,"Southeast Utah",10,24.9
2020-04-30,"Southwest Utah",100,39.7
2020-04-30,"Summit County",373,885
2020-04-30,"Tooele County",65,90
2020-04-30,"TriCounty",12,21.2
2020-04-30,"Utah County",993,156.1
2020-04-30,"Wasatch County",154,451.7
2020-04-30,"Weber-Morgan",162,59.5
2020-05-01,"Bear River",62,33.2
2020-05-01,"Central Utah",23,28.1
2020-05-01,"Davis County",295,83
2020-05-01,"Salt Lake County",2604,224.4
2020-05-01,"San Juan",74,483.4
2020-05-01,"Southeast Utah",10,24.9
2020-05-01,"Southwest Utah",101,40.1
2020-05-01,"Summit County",375,889.8
